id,OtherGestures,Smile,Laugh,Scowl,otherEyebrowMovement,Frown,Raise,OtherEyeMovements,Close-R,X-Open,Close-BE,gazeInterlocutor,gazeDown,gazeUp,otherGaze,gazeSide,openMouth,closeMouth,lipsDown,lipsUp,lipsRetracted,lipsProtruded,SideTurn,downR,sideTilt,backHead,otherHeadM,sideTurnR,sideTiltR,waggle,forwardHead,downRHead,singleHand,bothHands,otherHandM,complexHandM,sidewaysHand,downHands,upHands,class,transcription,Pronunciation_posteriori,Gender,Mood_from_mva,Count of Syllables,Count of filler and pauses,Rate of speech - syb per sec,Speaking time secs w/o pauses,Duration time secs w pauses,Ratio speaking to duration,Fundamental frequency_f0 Hz,SD Fundamental frequency_f0 Hz,Median Fundamental frequency_f0 Hz,Minimum Fundamental frequency_f0 Hz,Maximum Fundamental frequency_f0 Hz,25th Quantile Fundamental frequency_f0 Hz,75th Quantile Fundamental frequency_f0 Hz,Jitter - local,"Jitter - local, absolute",Jitter - rap,Jitter - ppq5,Jitter - ddp
trial_lie_029.mp4,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"it goes back to the choking incident and the fact that, when his body slammed me he was standing over me again I thought he was trying to get on top of me and even when we fell, I felt he was still trying to get on top of me by grabbing at me",85.07,a female,Showing no emotion,61,6,3.0,11.6,18.0,0.6,175.14,38.62,171.8,73.0,371.0,166.0,183.0,0.0730513469172538,0.0003393835835733186,0.038437698090734364,0.03946563813093519,0.1153130942722031
trial_lie_030.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"In a sense that is correct, I remember that. Dropping the knife, screaming and that  memory came much later,   Um, but it goes blank after that. I don't remember putting the gun in the car, I don't  remember putting the rope in the car, but I have, not crystal clear, but pretty, pretty solid  memories of disposing of those. So they did go in the car obviously, but I don’t remember  placing them in the car.  ",84.97,a female,Showing no emotion,109,10,3.0,19.6,32.1,0.6,184.47,40.85,188.9,71.0,379.0,173.0,207.0,0.07534398521205828,0.00034863384193406364,0.03832555963949889,0.0396483257007469,0.11497667891849668
trial_lie_031.mp4,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,deceptive," Well ... I do know that we struggled that day, and based on logic it would have  because of how we fought . I don't know how things ended up, where they ended up. I just ",60.27,a female,Showing no emotion,55,8,2.0,9.4,25.9,0.4,187.58,36.17,186.2,79.0,396.0,180.0,197.0,0.06551179815997477,0.0002785354191010239,0.034668213731908114,0.03388947538895071,0.10400464119572433
trial_lie_032.mp4,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,deceptive,"He said he was hungry, get something. I- there was a pizza receipt siting there. I called and ordered. When the pizza man came, it was right after Tim had been over. And when Tim was over, the guy had just stopped me. He was standing being that partially opened door Tim talked about, with a gun.",80.17,a female,Reading,76,14,3.0,16.0,28.0,0.6,208.47,40.34,201.0,111.0,311.0,175.0,238.0,0.07647325292527273,0.000320121841980308,0.04077452682009693,0.04254788540409748,0.12232358046029079
trial_lie_033.mp4,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,deceptive,"I knew it. Get them kids back there, don’t wanna look at you. I got a gun up here. Get them kids back there. They’ll flail a little bit but get them back there. Where the police, come in and shot the boy where they were gone say they were? … Well I could’ve, look at all those rounds I had. If I wanted to kill someone, I could have. I weren’t trying to kill nobody. They wasn’t no hostages, young folk scared. You see the man, he made them testify. Them folk going to jail don’t come here and say nothing on me. Oh I ain’t just mad at them because I can understand you. They scared. And it shouldn’t have to be like that. But people like that make them like that. You see he make [?] he [?]. You gone make me testify. Made him do it.",100.0,a female,Showing no emotion,181,13,4.0,34.1,45.0,0.8,176.95,53.63,168.3,75.0,365.0,132.0,218.0,0.09942652578891144,0.0005510177508220302,0.04915213041448629,0.05246407301628486,0.14745639124345886
trial_lie_034.mp4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,deceptive,"He pushed me and I was up in his face. Definitely in his face. Pushed me, I don't know if he did it on purpose but he scratched my neck. And then he scratched my neck. I had a err...a rag t-shirt on anyway because I'd been taking care of my house. And he tore my shirt.",100.0,a Male,speaking passionately,93,10,3.0,17.7,26.9,0.7,142.87,32.32,144.5,77.0,251.0,118.0,161.0,0.10210798171384572,0.0006570822531205615,0.05018857084926506,0.05389959391212234,0.1505657125477952
trial_lie_035.mp4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,deceptive,"I want to say, the prosecutor, I can't see her face but I wish I could. You disgust me. The Dorsey family disgusts me. Because how dare you say that happened to my son. You weren't there. Ya'll was never there. You were the absentee people ... always. So the Dorsey family, down to the mother, the father, to everybody- I hope ya'll live your lives well but Imma saying to my child, Gabrielle Blair, you lived well but Imma saying to 'em throughout their whole life. So live well now. You got not nothing else to say to me for I did for my child. Period.",95.01,a female,Showing no emotion,123,11,4.0,24.8,35.0,0.7,195.65,39.27,195.2,81.0,382.0,170.0,218.0,0.06977567293507045,0.0003047159792941782,0.03676135683340474,0.0381571259974174,0.11028407050021423
trial_lie_036.mp4,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,deceptive,"... brother, sister and his children...I know that he was a fun loving Uncle and I'm ... can't continue to experience things in his life ... for a kid ... there is certainly no way to explain ... make sense of the situation and I'm truly sorry for that.",70.06,Voice not recognized,,100,16,3.0,19.2,39.0,0.5,273.76,71.35,288.1,79.0,400.0,230.0,322.0,0.08224800115214524,0.00023431347578472403,0.043035597216939225,0.046311707539901846,0.12910679165081768
trial_lie_037.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,deceptive,"He straddled me and he hit me and then he started choking me. I couldn't breath my umm airway was cut off, I couldn't breath. Umm my head was hurting really bad. and it it felt like my head was gonna explode",90.05,a female,Showing no emotion,67,6,3.0,14.3,22.4,0.6,183.07,32.49,179.9,75.0,367.0,173.0,195.0,0.07319622165938473,0.00033895892334181033,0.0409424950411902,0.04300369953201519,0.1228274851235706
trial_lie_038.mp4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,deceptive,"I was trying to say something but I couldn't talk. I tried to push him off me but he was too strong. Um all I could think about was my kids telling me \Mom, you don't go, don't go.""",100.0,a female,Showing no emotion,54,2,4.0,10.2,14.2,0.7,186.02,35.48,179.6,74.0,375.0,171.0,193.0,0.07449222513155415,0.00034702635325495123,0.041618406976759,0.044654098833385156,0.12485522093027698
trial_lie_039.mp4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,deceptive,"I didn't really know her too well, I only saw her a couple of times. Not really no, I wasn't placing her face with her address. No, I didn't talk to anybody, I just lived, I would go to school and come home.  Uh, no.",90.2,a female,Showing no emotion,60,5,3.0,13.0,19.2,0.7,191.7,48.43,182.2,73.0,358.0,168.0,210.0,0.06936060667183694,0.00031410506145875775,0.037639126244642634,0.04129271806963601,0.1129173787339279
trial_lie_040.mp4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,deceptive,"Yes, he said he did. And he told me to take care of my wounds as necessary. No he said there was several wounds. Um he advised me to take Tylenol when I get the gel and um asked him for something to put on, put on my face.",94.99,a female,Showing no emotion,71,5,4.0,13.4,17.4,0.8,177.05,38.49,173.6,73.0,391.0,168.0,188.0,0.06702038698778934,0.00032930156346806534,0.03734984455798612,0.039801942051739314,0.11204953367395837
